Adress;Postnr;Postort;Nytt Postnr;Ny Postort
Bonnslättsvägen 7-9;29038;VILLANDS VÅNGA;29198;VILLANDS VÅNGA
Markarydsvägen 3I;28022;VITTSJÖ;28266;VITTSJÖ
Byåkersvägen 4;86041;LIDEN;85599;LIDEN
Flästa 5851;82010;ARBRÅ;82163;ARBRÅ
Grindvägen 33;82022;SANDARNE;82673;SANDARNE
Näs 426;66060;MOLKOM;65598;MOLKOM
Fridhemsbacken 18;52331;ULRICEHAMN;52341;ULRICEHAMN
Vallavägen 22;56030;TENHULT;56162;TENHULT
Svedja 208;82060;DELSBO;82472;DELSBO
Storgatan 34;28010;SÖSDALA;28272;SÖSDALA
Torp Brogård 3;34032;GRIMSLÖV;34255;GRIMSLÖV
Tunvägen 11;86030;SÖRBERGE;86142;SÖRBERGE
Kvarsätt 191;85590;SUNDSVALL;85591;SUNDSVALL
Verum 4105;28022;VITTSJÖ;28268;VITTSJÖ
Bondegatan 5;82010;ARBRÅ;82160;ARBRÅ
Loshult 2618;28072;KILLEBERG;28396;KILLEBERG
Bergsrådsvägen 35;36072;KLAVRESTRÖM;36445;KLAVRESTRÖM
Vassbotten 156;66291;ÅMÅL;66292;ÅMÅL
Lillegårdsvägen 17;35250;VÄXJÖ;35258;VÄXJÖ
Masugnsvägen 21;36043;ÅRYD;35575;ÅRYD
Äsperöd 115;46391;LILLA EDET;46392;LILLA EDET
Högabergsvägen 10;28023;HÄSTVEDA;28275;HÄSTVEDA
Hässleholmsvägen 50;28022;VITTSJÖ;28267;VITTSJÖ
Varpbäcksudden 135;82074;STOCKA;82496;STOCKA
Dammrönningsvägen 15;81040;HEDESUNDA;81896;HEDESUNDA
Segerstadsvägen 48;35263;VÄXJÖ;35265;VÄXJÖ
Farstorp 1441A;28020;BJÄRNUM;28265;BJÄRNUM
Ramsjövägen 1014;82046;RAMSJÖ;82776;RAMSJÖ
Toftasjövägen 142;35249;VÄXJÖ;35272;VÄXJÖ
Arnön 214;66057;VÄSE;65595;VÄSE
Vallstabyn 1842;82011;VALLSTA;82167;VALLSTA
Vrångagatan 5;43238;VARBERG;43256;VARBERG
Nygatan 6;36065;BODA GLASBRUK;36197;BODA GLASBRUK
Sjötorp Harnäs udde 2;54066;SJÖTORP;54266;SJÖTORP
Vintervägen 12B;37043;STURKÖ;37362;STURKÖ
Utnäsvägen 12;37033;TVING;37340;TVING
Mellby-Björkeberga 1351;28010;SÖSDALA;28273;SÖSDALA
Olars väg 18;77070;LÅNGSHYTTAN;77671;LÅNGSHYTTAN
Mörtsjö 2924;82011;VALLSTA;82168;VALLSTA
Järnvägsgatan 24;57023;ANNEBERG;57171;ANNEBERG
Krokforsvägen 18;85590;SUNDSVALL;85358;SUNDSVALL
Idsjövägen 12C;82071;ILSBO;82991;ILSBO
Lumnäs 23;82065;FORSA;82461;FORSA
Vallstabyn 1909;82011;VALLSTA;82167;VALLSTA
Slageryd Karelen 1;57010;KORSBERGA;57475;KORSBERGA
Svedja 137;82075;HARMÅNGER;82995;HARMÅNGER
Trogsta 404;82065;FORSA;82462;FORSA
Vallen 321;82077;GNARP;82961;GNARP
Utnäsbodarna 129;82065;FORSA;82461;FORSA
Blåbärsvägen 11;57010;KORSBERGA;57476;KORSBERGA
Östra vägen 13;36052;KOSTA;36543;KOSTA
Mellanhyttevägen 14;66040;SEGMON;66496;SEGMON
Sunnerby Gärdet 1;57003;VRIGSTAD;57696;VRIGSTAD
Runhällsgatan 28;42348;TORSLANDA;42343;TORSLANDA
Hamre 44;82070;BERGSJÖ;82953;BERGSJÖ
Gräfte 148;86013;STÖDE;86495;STÖDE
Åkervägen 14;28010;SÖSDALA;28271;SÖSDALA
Hunsbo 944;82029;STRÅTJÄRA;82669;STRÅTJÄRA
Åkerhult Tomten 1;57021;MALMBÄCK;57169;MALMBÄCK
Sandsjöbergsvallen 6;82050;LOS;82770;LOS
Lilla Mölleröd 1604;28020;BJÄRNUM;28265;BJÄRNUM
Rännudden 3;93591;NORSJÖ;93592;NORSJÖ
Hov 264;85590;SUNDSVALL;85591;SUNDSVALL
Backsvalevägen 15;56031;TENHULT;56163;TENHULT
Postvägen 47;82022;SANDARNE;82673;SANDARNE
Änga 2629;82011;VALLSTA;82168;VALLSTA
Hjälshammar Skogsvillan;33193;VÄRNAMO;33144;VÄRNAMO
Skolvägen 10A;82041;FÄRILA;82760;FÄRILA
Jönköpingsvägen 18;57003;VRIGSTAD;57697;VRIGSTAD
Spårgatan 13;28010;SÖSDALA;28272;SÖSDALA
Gåsnäs 449;86035;SÖRÅKER;86195;SÖRÅKER
Näsumsvägen 200;29038;VILLANDS VÅNGA;29198;VILLANDS VÅNGA
Kåsböle 20;93010;LÖVÅNGER;93293;LÖVÅNGER
Rundskärsstigen 3;72592;VÄSTERÅS;72590;VÄSTERÅS
Sjötorp Askevik 39;54066;SJÖTORP;54266;SJÖTORP
Fjälbyn 15;93010;LÖVÅNGER;93293;LÖVÅNGER
Pungsholmen 2;36047;VÄRENDS NÖBBELE;35574;VÄRENDS NÖBBELE
Vånga kyrkväg 34;29038;VILLANDS VÅNGA;29198;VILLANDS VÅNGA
Tandsjöborg stampen 2;82050;LOS;82770;LOS
Industrivägen 7F;29062;VILSHULT;29395;VILSHULT
Rökinge 71;56034;VISINGSÖ;56394;VISINGSÖ
Tandsjöborg Inlandsvägen 427;82050;LOS;82770;LOS
Björkåsen 242;93010;LÖVÅNGER;93293;LÖVÅNGER
Lynäsvägen 3C;82023;BERGVIK;82668;BERGVIK
Vingavägen 7D;35263;VÄXJÖ;35265;VÄXJÖ
Falsehultsvägen 34-21;29060;KYRKHULT;29394;KYRKHULT
Storliden 34;93591;NORSJÖ;93593;NORSJÖ
Krumgatan 7;86032;FAGERVIK;86145;FAGERVIK
Stora Mo 107;37033;TVING;37340;TVING
Hambobacken 20;82023;BERGVIK;82667;BERGVIK
Rudsta 305;66052;EDSVALLA;66493;EDSVALLA
Kungsgatan 6;28010;SÖSDALA;28272;SÖSDALA
Bussevik 310;37042;TORHAMN;37371;TORHAMN
Veckebo skolväg 44;82042;KORSKROGEN;82772;KORSKROGEN
Stensjö 220;83021;TANDSBYN;83499;TANDSBYN
Kullavägen 5A;36076;ÄLGHULT;36495;ÄLGHULT
Östra vägen 22;36074;SÄVSJÖSTRÖM;36496;SÄVSJÖSTRÖM
Rallarringen 36;35263;VÄXJÖ;35265;VÄXJÖ
Ina 209;82691;SÖDERHAMN;82640;SÖDERHAMN
Fållornavägen 11;52333;ULRICEHAMN;52340;ULRICEHAMN
Nyeds-Bäckelid 435;66060;MOLKOM;65597;MOLKOM
Tomta 122;82060;DELSBO;82474;DELSBO
Hantverksgatan 8;28070;LÖNSBODA;28371;LÖNSBODA
Specksjön 115;86013;STÖDE;86496;STÖDE
Vidablicksvägen 4;31138;FALKENBERG;31178;FALKENBERG
Avan 158;93010;LÖVÅNGER;93294;LÖVÅNGER
Ramsåsvägen 53;38052;TIMMERNABBEN;38471;TIMMERNABBEN
Varvsvägen 9C;38052;TIMMERNABBEN;38472;TIMMERNABBEN
Norrviksgatan 20;86035;SÖRÅKER;86194;SÖRÅKER
Undersvik 8933;82011;VALLSTA;82167;VALLSTA
Egnahemsvägen 9;56030;TENHULT;56162;TENHULT
Strand 283;82029;STRÅTJÄRA;82669;STRÅTJÄRA
Sunnansjö 105;82060;DELSBO;82470;DELSBO
Steningaryd Emmesviken;57002;STOCKARYD;57694;STOCKARYD
Norrbovägen 8;82064;NÄSVIKEN;82466;NÄSVIKEN
Kompanivägen 10;82010;ARBRÅ;82163;ARBRÅ
Fågelsjö Myrsjövägen 2;82050;LOS;82770;LOS
Finkvägen 19;28010;SÖSDALA;28271;SÖSDALA
Sillre 160;86041;LIDEN;85599;LIDEN
Fageråshöjd 357;66060;MOLKOM;65597;MOLKOM
Norrbo 296;82029;STRÅTJÄRA;82669;STRÅTJÄRA
Slättarödsvägen 83;28020;BJÄRNUM;28261;BJÄRNUM
Kullsvägen 16;34032;GRIMSLÖV;34254;GRIMSLÖV
Sjöbyvägen 8;34032;GRIMSLÖV;34254;GRIMSLÖV
Algatan 15;28020;BJÄRNUM;28263;BJÄRNUM
Blacke 25;93010;LÖVÅNGER;93293;LÖVÅNGER
Mörtsjön 40;82078;HASSELA;82998;HASSELA
Södra Åreda Gamla Mejeriet;36043;ÅRYD;35575;ÅRYD
Aspvägen 1;43278;TVÅÅKER;43279;TVÅÅKER
Växjövägen 4B;36043;ÅRYD;35575;ÅRYD
Östanåvägen 85;86013;STÖDE;86495;STÖDE
Vikstaberget 38;82065;FORSA;82462;FORSA
Schönströms väg 10;82070;BERGSJÖ;82950;BERGSJÖ
Ringvägen 18A;93072;ADAK;93992;ADAK
Bjärnums skog 3020;28020;BJÄRNUM;28265;BJÄRNUM
Sandhult 7710;28040;SKÅNES FAGERHULT;28674;SKÅNES FAGERHULT
Dånsjöbodarna 81;82064;NÄSVIKEN;82466;NÄSVIKEN
Korsberga-Boda 6;57010;KORSBERGA;57475;KORSBERGA
Prästhusvägen 47;85590;SUNDSVALL;85358;SUNDSVALL
Brudsjön 109;86041;LIDEN;85599;LIDEN
Slättaröd 1023;28020;BJÄRNUM;28261;BJÄRNUM
Rudgränd 21C;86030;SÖRBERGE;86141;SÖRBERGE
Kinnekullevägen 16;36071;NORRHULT;36444;NORRHULT
Steneby Sjöberget;66010;DALS LÅNGED;66694;DALS LÅNGED
Mala 3252;28020;BJÄRNUM;28265;BJÄRNUM
Stigevägen 6;86040;INDAL;85597;INDAL
Anundgård 109;86041;LIDEN;85598;LIDEN
Vedkärr Sparvelund;36047;VÄRENDS NÖBBELE;35574;VÄRENDS NÖBBELE
Jon Persvägen 19;81040;HEDESUNDA;81896;HEDESUNDA
Skålbovallen 31;82072;STRÖMSBRUK;82495;STRÖMSBRUK
Stationsgatan 11A;66060;MOLKOM;65560;MOLKOM
Karsjö Junibacksvägen 6;82040;JÄRVSÖ;82752;JÄRVSÖ
Ungskär 304;37042;TORHAMN;37371;TORHAMN
Ede Lassavägen 11;82040;JÄRVSÖ;82753;JÄRVSÖ
Ängsvägen 15;29060;KYRKHULT;29374;KYRKHULT
Övre Terrassgatan 24;66011;BILLINGSFORS;66641;BILLINGSFORS
Östra Tolbo 208;82060;DELSBO;82472;DELSBO
Södra Tjurkövägen 49;37044;TJURKÖ;37363;TJURKÖ
Baldersnäsvägen 7;66010;DALS LÅNGED;66694;DALS LÅNGED
Ava 418;86035;SÖRÅKER;86194;SÖRÅKER
Södra Infartsvägen 17;28040;SKÅNES FAGERHULT;28673;SKÅNES FAGERHULT
Haltemåla 210;38044;ALSTERBRO;38274;ALSTERBRO
Munkamåla 303;38040;ORREFORS;38272;ORREFORS
Varvsvägen 17;38052;TIMMERNABBEN;38472;TIMMERNABBEN
Södra vägen 14;56030;TENHULT;56162;TENHULT
Stavshult 4230;28022;VITTSJÖ;28268;VITTSJÖ
Malebacken 19C;66010;DALS LÅNGED;66695;DALS LÅNGED
Snöflebodavägen 698;29060;KYRKHULT;29394;KYRKHULT
Maråkers bruk Maråkers herrgård 726;82020;LJUSNE;82677;LJUSNE
Gammelhyttevägen 3B;66040;SEGMON;66496;SEGMON
Önnesmark 120;93010;LÖVÅNGER;93293;LÖVÅNGER
Lillsjödal 1377;28010;SÖSDALA;28273;SÖSDALA
Åsbacka 647;82022;SANDARNE;82672;SANDARNE
Hov 1270;82011;VALLSTA;82167;VALLSTA
Tynningövägen 75;18592;VAXHOLM;13492;TYNNINGÖ
Västra Nabbavägen 29;37044;TJURKÖ;37363;TJURKÖ
Hagegatan 12;28020;BJÄRNUM;28263;BJÄRNUM
Nytebodavägen 18;28070;LÖNSBODA;28372;LÖNSBODA
Skansenvägen 11;28040;SKÅNES FAGERHULT;28673;SKÅNES FAGERHULT
Ede 321;82070;BERGSJÖ;82953;BERGSJÖ
Västansjövägen 5;86035;SÖRÅKER;86151;SÖRÅKER
Sommarvägen 3;66011;BILLINGSFORS;66641;BILLINGSFORS
Korgmakarevägen 60;28022;VITTSJÖ;28268;VITTSJÖ
Söromåsen 8290;82011;VALLSTA;82167;VALLSTA
Kolarevägen 6;38040;ORREFORS;38271;ORREFORS
Söderforsvägen 159;81040;HEDESUNDA;81895;HEDESUNDA
Slaggatan 11;77070;LÅNGSHYTTAN;77671;LÅNGSHYTTAN
Segerstadsby 314;66050;VÅLBERG;66494;VÅLBERG
Ångevägen 1952;82046;RAMSJÖ;82776;RAMSJÖ
Vetlandavägen 6;57013;MYRESJÖ;57471;MYRESJÖ
Torsborgsvägen 3D;37042;TORHAMN;37371;TORHAMN
Norrväna 117;82060;DELSBO;82473;DELSBO
Konvaljgatan 9;28070;LÖNSBODA;28371;LÖNSBODA
Norrgårdsvägen 10;37033;TVING;37339;TVING
Ramsåsvägen 18;38052;TIMMERNABBEN;38471;TIMMERNABBEN
Store Lyckevägen 7;37044;TJURKÖ;37363;TJURKÖ
Ellavägen 12;28010;SÖSDALA;28272;SÖSDALA
Västgötagatan 320;43230;VARBERG;43239;VARBERG
Ljunga 1208;28010;SÖSDALA;28273;SÖSDALA
Råbergsvallen 6;82060;DELSBO;82472;DELSBO
Kongstorpsvägen 25;28072;KILLEBERG;28396;KILLEBERG
Viaduktgatan 19;28023;HÄSTVEDA;28275;HÄSTVEDA
Åsundaön 461;66050;VÅLBERG;66494;VÅLBERG
Sjulnäs 1;93070;MALÅ;93994;MALÅ
Ädelvägen 12;57015;HOLSBYBRUNN;57454;HOLSBYBRUNN
Hedebacka 412;66057;VÄSE;65596;VÄSE
Norrfjärden 605;82077;GNARP;82962;GNARP
Sankt Måns väg 7;37042;TORHAMN;37371;TORHAMN
Massavägen 19;82022;SANDARNE;82673;SANDARNE
Kråkemåla gård;36076;ÄLGHULT;36495;ÄLGHULT
Näckrosgatan 5;28070;LÖNSBODA;28371;LÖNSBODA
Ringvägen 13;57013;MYRESJÖ;57471;MYRESJÖ
Oxsta 216;85590;SUNDSVALL;85591;SUNDSVALL
Svarvarvägen 88;82020;LJUSNE;82675;LJUSNE
Bäcken 9A;82071;ILSBO;82991;ILSBO
Hammarsvall 52;82060;DELSBO;82473;DELSBO
Härjedalsvägen 106;82041;FÄRILA;82760;FÄRILA
Strömbacka 38;82062;BJURÅKER;82478;BJURÅKER
Skogsvägen 29;66010;DALS LÅNGED;66695;DALS LÅNGED
Vammens gård 2;66010;DALS LÅNGED;66694;DALS LÅNGED
Åslahult 113;38040;ORREFORS;38272;ORREFORS
Turistvägen 23B;82040;JÄRVSÖ;82750;JÄRVSÖ
Torsborgsvägen 20;37042;TORHAMN;37371;TORHAMN
Fönebo 356;82062;BJURÅKER;82478;BJURÅKER
Norra vägen 26;56030;TENHULT;56162;TENHULT
Äskeberga 1578;28023;HÄSTVEDA;28276;HÄSTVEDA
Gylsboda 2414;28070;LÖNSBODA;28394;LÖNSBODA
Norrhavra 83;82062;BJURÅKER;82479;BJURÅKER
Skäckvägen 3;86013;STÖDE;86495;STÖDE
Lundholmen 3;57003;VRIGSTAD;57697;VRIGSTAD
Blombackabacken 23;66060;MOLKOM;65597;MOLKOM
Killnäset 215;83021;TANDSBYN;83499;TANDSBYN
Karlslundsvägen 3F;66040;SEGMON;66496;SEGMON
Tynningövägen 101;18592;VAXHOLM;13492;TYNNINGÖ
Snöflebodavägen 476;29060;KYRKHULT;29394;KYRKHULT
Hanåsvägen 36;28010;SÖSDALA;28271;SÖSDALA
Karl-Magnus hage 11;37044;TJURKÖ;37363;TJURKÖ
Östra Järnvägsgatan 23;34037;TORPSBRUK;34265;TORPSBRUK
Smedsböle 516;86035;SÖRÅKER;86194;SÖRÅKER
Gisabo 2;57002;STOCKARYD;57694;STOCKARYD
Boställevägen 11;57012;LANDSBRO;57473;LANDSBRO
Byn 628;82077;GNARP;82961;GNARP
Växthusvägen 3;82022;SANDARNE;82673;SANDARNE
Tångvägen 8;29062;VILSHULT;29395;VILSHULT
Brohult 8;57002;STOCKARYD;57694;STOCKARYD
Berglundavägen 52;86030;SÖRBERGE;86142;SÖRBERGE
Indalsvägen 25;86040;INDAL;85597;INDAL
Ölsund 236;82065;FORSA;82461;FORSA
Solbergavägen 5;57010;KORSBERGA;57476;KORSBERGA
Vimyren 507;66057;VÄSE;65596;VÄSE
Backsvalevägen 21;56031;TENHULT;56163;TENHULT
Semesterbyn 24;26161;LANDSKRONA;26160;LANDSKRONA
Skogvaktarvägen 9;66010;DALS LÅNGED;66694;DALS LÅNGED
Grimslöv Lilla Fridhem 1;34032;GRIMSLÖV;34254;GRIMSLÖV
Dackebränna 112;86041;LIDEN;85599;LIDEN
Bergevägen 11;82077;GNARP;82960;GNARP
Haddungsnäs 88;82070;BERGSJÖ;82953;BERGSJÖ
Norrvägen 11;82065;FORSA;82460;FORSA
Fridkullagatan 25;52331;ULRICEHAMN;52341;ULRICEHAMN
Svartabäck 2;36024;LINNERYD;36297;LINNERYD
Snasbäcksvägen 25;82041;FÄRILA;82763;FÄRILA
Östansjö 205;82060;DELSBO;82474;DELSBO
Norra vägen 20;56030;TENHULT;56162;TENHULT
Lodjursvägen 4;82023;BERGVIK;82668;BERGVIK
Söderängsgatan 43;66050;VÅLBERG;66451;VÅLBERG
Rapunkelvägen 3;86013;STÖDE;86441;STÖDE
Hököpingevägen 524;23592;VELLINGE;23594;VELLINGE
Torsås-Mörhult 15;34032;GRIMSLÖV;34255;GRIMSLÖV
Skogstorpsvägen 2;36043;ÅRYD;35575;ÅRYD
Dalstigen 1;29060;KYRKHULT;29374;KYRKHULT
Piparp 1034;28023;HÄSTVEDA;28276;HÄSTVEDA
Torggatan 27;82060;DELSBO;82470;DELSBO
Vekänget 23;82042;KORSKROGEN;82772;KORSKROGEN
Källargränd 1;38053;FLISERYD;38473;FLISERYD
Svedje 205;82078;HASSELA;82998;HASSELA
Mo Storegård 1;36024;LINNERYD;35574;VÄRENDS NÖBBELE
Hovsätter 1190;82011;VALLSTA;82167;VALLSTA
Rentjärnvägen 4;93071;RENTJÄRN;93991;RENTJÄRN
Medsand 9751;82040;JÄRVSÖ;82754;JÄRVSÖ
Granetorp 5137;28022;VITTSJÖ;28268;VITTSJÖ
Kyrkarpsön 1;57003;VRIGSTAD;57697;VRIGSTAD
Brändaskärsvägen 17;37042;TORHAMN;37371;TORHAMN
Fältvägen 9;86040;INDAL;85597;INDAL
Askarödsvägen 3;27031;ÄSPERÖD;27576;ÄSPERÖD
Lövsätt 112;86025;KOVLAND;85592;KOVLAND
Haglundsvägen 9;82040;JÄRVSÖ;82751;JÄRVSÖ
Spätterud 312;66060;MOLKOM;65597;MOLKOM
Mala Lugnadal 3187;28020;BJÄRNUM;28265;BJÄRNUM
Sjöred Kyrkeryd 105;52011;VEGBY;52362;VEGBY
Storön 121;82065;FORSA;82461;FORSA
Yxenhult 7357;28040;SKÅNES FAGERHULT;28674;SKÅNES FAGERHULT
Fasanvägen 10;57002;STOCKARYD;57694;STOCKARYD
Ortvägen 4;93070;MALÅ;93931;MALÅ
Klockaregatan 6;36023;ÄLMEBODA;36298;ÄLMEBODA
Orrberget 143;86013;STÖDE;86496;STÖDE
Östra Flyboda 1307;28070;LÖNSBODA;28393;LÖNSBODA
Rörs gård 414;66057;VÄSE;65596;VÄSE
Kungsnäs 122;85590;SUNDSVALL;85591;SUNDSVALL
Ramgränd 9B;30271;HALMSTAD;30277;HALMSTAD
Åkaköp Sjöoset 1;57003;VRIGSTAD;57697;VRIGSTAD
Krämmemåla 2;36023;ÄLMEBODA;36298;ÄLMEBODA
Storgatan 4C;82070;BERGSJÖ;82950;BERGSJÖ
Sunnäsfjärden 530;82020;LJUSNE;82677;LJUSNE
Rolsmo Hägnalyckan;36024;LINNERYD;36297;LINNERYD
Storbränna 135;86025;KOVLAND;85592;KOVLAND
Nyhedsvägen 65;82022;SANDARNE;82672;SANDARNE
Masugnsvägen 13;82020;LJUSNE;82677;LJUSNE
Ånäsvägen 4;86025;KOVLAND;85561;KOVLAND
Norrbovägen 60;56034;VISINGSÖ;56394;VISINGSÖ
Dristigs väg 8;37043;STURKÖ;37361;STURKÖ
Österängarna 603;66060;MOLKOM;65561;MOLKOM
Södralidsgatan 6;57013;MYRESJÖ;57471;MYRESJÖ
Råabergsvägen 215;29038;VILLANDS VÅNGA;29198;VILLANDS VÅNGA
Skästravägen 218;82040;JÄRVSÖ;82753;JÄRVSÖ
Änga 2784;82011;VALLSTA;82168;VALLSTA
Gäddviken 962;86035;SÖRÅKER;86194;SÖRÅKER
Kvarngatan 7;28022;VITTSJÖ;28267;VITTSJÖ
Skärvälla Fällan;57002;STOCKARYD;57694;STOCKARYD
Högabergsvägen 25;28023;HÄSTVEDA;28275;HÄSTVEDA
Fornahässle 2353;28072;KILLEBERG;28396;KILLEBERG
Moningssand Moningssandsvägen 29;82077;GNARP;82962;GNARP
Timmermansgatan 1A;58277;LINKÖPING;58255;LINKÖPING
Bäckgatan 11B;86035;SÖRÅKER;86151;SÖRÅKER
Samuelsfallet 437;82050;LOS;82770;LOS
Körsvik 308;66040;SEGMON;66496;SEGMON
Cordvägen 43;66050;VÅLBERG;66450;VÅLBERG
Tockatorpsvägen 30;37043;STURKÖ;37361;STURKÖ
Stångrid 783;86035;SÖRÅKER;86194;SÖRÅKER
Lejonvägen 1;86030;SÖRBERGE;86143;SÖRBERGE
Högelundsgatan 8A;57015;HOLSBYBRUNN;57454;HOLSBYBRUNN
Söderåsen 118;85590;SUNDSVALL;85359;SUNDSVALL
Stigevägen 12;86040;INDAL;85597;INDAL
Trångstavägen 17;82022;SANDARNE;82672;SANDARNE
Täljstensgatan 9;43238;VARBERG;43256;VARBERG
Bojs väg 2;37043;STURKÖ;37361;STURKÖ
Tamms kanalväg 7G;82064;NÄSVIKEN;82465;NÄSVIKEN
Lillvallen 226;82060;DELSBO;82472;DELSBO
Stenövägen 117;82022;SANDARNE;82673;SANDARNE
Rönnvägen 10;66011;BILLINGSFORS;66641;BILLINGSFORS
Hotellgatan 10;93070;MALÅ;93931;MALÅ
Ornäsvägen 24;82023;BERGVIK;82668;BERGVIK
Lerbäcksvägen 26;66040;SEGMON;66496;SEGMON
Finskevägen 11;37044;TJURKÖ;37363;TJURKÖ
Granvägen 1;82072;STRÖMSBRUK;82495;STRÖMSBRUK
Falkstigen 18;82074;STOCKA;82496;STOCKA
Postvägen 20;82046;RAMSJÖ;82776;RAMSJÖ
Sunnansjö 183;86041;LIDEN;85598;LIDEN
Hjältaryd Stendala 1;57013;MYRESJÖ;57471;MYRESJÖ
Grimsboda 2140B;28070;LÖNSBODA;28394;LÖNSBODA
Allsarp 6;57001;RÖRVIK;57693;RÖRVIK
Aggarp 3235;28020;BJÄRNUM;28265;BJÄRNUM
Rödjans väg 20;56029;TENHULT;56160;TENHULT
Bondegatan 21D;93070;MALÅ;93932;MALÅ
Bleketvägen 48;47196;BLEKET;47150;BLEKET
Kallbäck 7;82078;HASSELA;82998;HASSELA
Nabbevägen 1;38052;TIMMERNABBEN;38471;TIMMERNABBEN
Grenforsen 113;85590;SUNDSVALL;85358;SUNDSVALL
Västerstråsjö 18;82062;BJURÅKER;82479;BJURÅKER
Skogs-Böle 670;82029;STRÅTJÄRA;82669;STRÅTJÄRA
Billings väg 5;23691;HÖLLVIKEN;23661;HÖLLVIKEN
Kärleksvägen 4A;23592;VELLINGE;23543;VELLINGE
Hagsjö 521;28020;BJÄRNUM;28261;BJÄRNUM
Jättendals Böle 106;82077;GNARP;82961;GNARP
Industrigatan 9;36071;NORRHULT;36444;NORRHULT
Eklövsvägen 9;28072;KILLEBERG;28396;KILLEBERG
Björkvägen 5;66050;VÅLBERG;66451;VÅLBERG
Krigsbyn 544;86035;SÖRÅKER;86195;SÖRÅKER
Påarps backe 23;28023;HÄSTVEDA;28276;HÄSTVEDA
Virsryd 3;36024;LINNERYD;36297;LINNERYD
Orrabacken 1;82040;JÄRVSÖ;82752;JÄRVSÖ
Hökaberg 1;57012;LANDSBRO;57473;LANDSBRO
Lyckevägen 14;35249;VÄXJÖ;35272;VÄXJÖ
Nabbevägen 36;38052;TIMMERNABBEN;38471;TIMMERNABBEN
Köpmangatan 7;82060;DELSBO;82471;DELSBO
Evedalsvägen 20;56029;TENHULT;56161;TENHULT
Örvallen 5;82060;DELSBO;82472;DELSBO
Asplunden 411;66060;MOLKOM;65597;MOLKOM
Tand 415;83021;TANDSBYN;83499;TANDSBYN
Alseda 5;57015;HOLSBYBRUNN;57454;HOLSBYBRUNN
Linvägen 15;93010;LÖVÅNGER;93261;LÖVÅNGER
Torggatan 30;82060;DELSBO;82470;DELSBO
Källvattsvägen 22;82022;SANDARNE;82673;SANDARNE
Sörfjärden Gistvallsvägen 4;82077;GNARP;82962;GNARP
Tunnbindarevägen 6;35250;VÄXJÖ;35274;VÄXJÖ
Blåbärsvägen 10;57010;KORSBERGA;57476;KORSBERGA
Tofta Nyäng;35249;VÄXJÖ;35271;VÄXJÖ
Ödestugu Klockaregård 1;56031;TENHULT;56163;TENHULT
Violvägen 4;57002;STOCKARYD;57695;STOCKARYD
Strandgatan 11;57001;RÖRVIK;57693;RÖRVIK
Trullagränd 3;57012;LANDSBRO;57472;LANDSBRO
Lillström 199;86013;STÖDE;86496;STÖDE
Sjöråvägen 57A;90752;UMEÅ;90754;UMEÅ
Ängsvägen 14;56029;TENHULT;56161;TENHULT
Bergstupsvägen 16;18592;VAXHOLM;13492;TYNNINGÖ
Graningevägen 6;66060;MOLKOM;65560;MOLKOM
Västra Flyboda 425;28070;LÖNSBODA;28372;LÖNSBODA
Villagatan 23;34037;TORPSBRUK;34265;TORPSBRUK
Björkgatan 11;52333;ULRICEHAMN;52340;ULRICEHAMN
Smedbruksvägen 1;66052;EDSVALLA;66493;EDSVALLA
Farstorpsvägen 14;28020;BJÄRNUM;28264;BJÄRNUM
Nyåker 123;82062;BJURÅKER;82479;BJURÅKER
Hult 12;56031;TENHULT;56163;TENHULT
Stavåker 113;82065;FORSA;82462;FORSA
Arödskogen 12;47196;BLEKET;47150;BLEKET
Fågelsjö kronväg 9;82050;LOS;82770;LOS
Turistvägen 60B;82040;JÄRVSÖ;82750;JÄRVSÖ
Stora Bergavägen 15;66291;ÅMÅL;66292;ÅMÅL
Bjärabacken 20;29038;VILLANDS VÅNGA;29198;VILLANDS VÅNGA
Yxanshult 2;57010;KORSBERGA;57476;KORSBERGA
Sörfjärden Tennallén 1;82077;GNARP;82962;GNARP
Kyrkebyns industriområde 6B;66040;SEGMON;66496;SEGMON
Vallgatan 1;66050;VÅLBERG;66450;VÅLBERG
Hörröd 1325;28023;HÄSTVEDA;28276;HÄSTVEDA
Jobsmyra 119;82060;DELSBO;82472;DELSBO
Vallmansvägen 14;82041;FÄRILA;82762;FÄRILA
Norra Skålbovägen 10;82040;JÄRVSÖ;82753;JÄRVSÖ
Aspvägen 5A;82070;BERGSJÖ;82950;BERGSJÖ
Gaperud 731;66060;MOLKOM;65597;MOLKOM
Packebyn 120;66291;ÅMÅL;66292;ÅMÅL
Gräfte 117;86013;STÖDE;86495;STÖDE
Storgatan 82;28072;KILLEBERG;28376;KILLEBERG
Södergårdsvägen 7;56034;VISINGSÖ;56394;VISINGSÖ
Skalsvallen 1;82040;JÄRVSÖ;82753;JÄRVSÖ
Lillbo 11;82060;DELSBO;82472;DELSBO
Hälsingenybo skolväg 37;82046;RAMSJÖ;82775;RAMSJÖ
Smeakalles väg 17;43278;TVÅÅKER;43279;TVÅÅKER
Fönevägen 129;82041;FÄRILA;82761;FÄRILA
Vårdhemsvägen 7;86035;SÖRÅKER;86152;SÖRÅKER
Västanäng 71;82060;DELSBO;82472;DELSBO
Fossvägen 15;45593;MUNKEDAL;45532;MUNKEDAL
Hammarsvallsvägen 54;82060;DELSBO;82473;DELSBO
